id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-240,Radar,"Quelles sont les étapes à suivre pour transiter du service de contrôle radar au service de contrôle aux procédures, en cas de panne totale du système radar ? 7ème Question (1.5 points)",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-241,Radar,"Lorsqu’un aéronef lui a été demandé de Continuer au cap actuel ou Continuer au cap (trois chiffres), même si ce cap ne le fait pas sortir de sa route plan de vol, Que signifie cette instruction pour le pilot? 8ème Questions (1.5 points)",,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-242,Radar,Quelles sont les exigences pour un contrôleur avant et pendant le guidage d’un aéronef ? 9ème Question (2 points),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-243,Radar,Quels sont les facteurs qu’un contrôleur doit prendre en compte avant l’assignation de cap à un aéronef auquel le service de guidage va être fourni ? 10ème Question (2 points),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-244,Radar,Action à entreprendre par un contrôleur de service à l’égard d’un NOTAM reçu et devant entrer en vigueur immédiatement dans l’espace sous sa juridiction ? 1ère Question (1.5 points),,,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-245,Radar,Quelles sont les modalités à observer par les aéronefs dans le cadre de l’obligation de l'emport du transpondeur dans la FIR Casablanca ?,"tout aéronef en vol VFR dans les espaces aériens contrôlés de classes D, E et à service consultatif | tout aéronef en vol VFR, sur les itinéraires VFR, ou croisant les espaces contrôlés, doit être équipé | fourniture de service radar afin d'améliorer l'utilisation de l'espace aérien, de réduire les retards, de | guidage radar des aéronefs au départ; | guidage radar des aéronefs en croisière afin d'éviter les conflits éventuels; | guidage radar des aéronefs à l'arrivée afin d'établir une séquence d'approche;","les avions de la CAG sont tenus d'observer l'obligation d'emport de transpondeur selon les modalités suivantes; - IFR; tout aéronef en vol IFR à l'intérieur de la FIR Casablanca doit être équipé d'un transpondeur A+C. - VFR; a) tout aéronef en vol VFR dans les espaces aériens contrôlés de classes D, E et à service consultatif de classe F, doit être équipé d'un transpondeur A+C. b) tout aéronef en vol VFR, sur les itinéraires VFR, ou croisant les espaces contrôlés, doit être équipé d'un transpondeur mode A. le mode A+C peut être exigé pour pénétrer dans certains espaces contrôlés.(AIP RAC 3.0.9) Question XXX CR PCR Citer les trois fonctions radar et définir leurs objets et avantages Réponse: ",guidage radar des aéronefs au départ;,Validée AIP Maroc,AIP Maroc eAIP ENR,ENR 1.6.4 : obligation d’emport transpondeur,L’AIP ENR 1.6.4 impose un transpondeur en état de marche modes A+C pour les cas concernés.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-246,Radar,Citez les méthodes d’identification au SSR ?,,- Reconnaissance de l’identification d’un aéronef dans une étiquette radar - Reconnaissance d’un code discret assigné dont le réglage a été vérifié - Reconnaissance directe de l’identification de l’aéronef dans une étiquette radar ; dans le cas des aéronefs équipés mode S - Transfert d’identification radar - Observation de l’exécution d’une instruction d’emploi d’un code spécifié - Observation de l’exécution d’une instruction d’emploi de la fonction IDENT Question XXXIII :,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-247,Radar,A quelles dispositions devra se conformer le contrôleur radar lorsqu’il guide un A/C ?,"sauf lorsqu’un transfert de CTL doit avoir lieu, les A/Cs ne seront pas guidés jusqu’au moins 2,5NM | les A/Cs CTLés ne devraient pas être guidés de manière à pénétrer dans un espace aérien non","On assurera le guidage RDR en donnant au pilote des caps précis qui lui permettront de maintenir la trajectoire souhaitée. Lorsqu’il guide un A/C, le CTLeur RDR devrait se conformer aux dispositions ci- après : - autant que possible, l’A/C devrait être guidé le long de routes ou de trajectoires sur lesquelles le pilote peut vérifier la position de l’A/C au moyen d’aides à la NAV exploitées par le pilote, - s’il donne au pilote des instructions de guidage qui doivent le faire dévier de sa route ,il devrait l’informer de l’objet de ces instructions sauf si celui-ci est évident et, lorsque cela est possible, de la limite desdites instructions, c) sauf lorsqu’un transfert de CTL doit avoir lieu,",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-248,Radar,Quels sont les renseignements sur les risques d’abordage à donner aux aéronefs dont les trajectoires sont incompatibles (lors du SVC RDR) ?,"gisement du trafic conflictuel selon la méthode des positions de la petite aiguille d’une montre ; | distance du trafic conflictuel ; | direction apparente du trafic conflictuel ; | type et niveau de l’A/C s’ils sont connus, sinon vitesse relative.","Les renseignements sur les A/Cs dont les trajectoires sont incompatibles sont: a)gisement du trafic conflictuel selon la méthode des positions de la petite aiguille d’une montre ; b)distance du trafic conflictuel ; c)direction apparente du trafic conflictuel ; d)type et niveau de l’A/C s’ils sont connus, sinon vitesse relative. Question XXXVI :",,À confirmer,DOC4444 8.5.4 PCR CR,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-249,Radar,"Dans un environnement radar, quelles sont les mesures à prendre par le contrôleur lorsqu’un aéronef dont l’indication de niveau transmise en mode C ne se situe pas dans les limites de tolérance approuvées ?",,"Si l’indication de niveau observée ne se situe pas dans les limites de tolérance approuvées, ou si un écart dépassant les limites est décelé après vérification, le pilote en sera informé et lui sera demandé de vérifier le calage altimétrique et de confirmer le niveau de vol. Si, après confirmation que le calage altimétrique est bon, l’écart persiste, les mesures ci-après devraient êtres prises : - demander au pilote d’arrêter d’émettre en mode C à condition que cela n’interrompe pas le fonctionnement du transpondeur en mode A et informer de la mesure prise les postes de contrôle suivants ou l’organisme ATC intéressé, ou - informer le pilote de l’écart et lui demander de continuer à utiliser ",,À confirmer,DOC4444 CNR CR; DOC4444 CNR CR,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
